article_id,store_group,site_list_price,listed,stock_status,last_modified_date
ART00012,SG_REGIONAL_05,5.88,True,in_stock,2026-04-17
ART00012,SG_HWY_34,5.86,True,in_stock,2025-11-13
ART00012,SG_REGIONAL_17,6.08,True,in_stock,2024-11-13
ART00012,SG_METRO_04,5.94,True,in_stock,2025-03-13
ART00012,SG_METRO_12,5.81,True,in_stock,2024-07-18
ART00012,SG_REGIONAL_13,6.16,True,in_stock,2025-07-08
ART00012,SG_METRO_36,6.07,True,in_stock,2024-01-07
ART00012,SG_METRO_28,6.02,True,in_stock,2024-01-20
ART00012,SG_METRO_00,5.96,True,out_of_stock,2025-12-19
ART00012,SG_CBD_35,5.82,True,in_stock,2025-06-23
ART00012,SG_CBD_07,6.03,True,in_stock,2024-12-12
ART00012,SG_METRO_32,6.13,True,in_stock,2024-06-02
ART00012,SG_CBD_11,6.25,True,in_stock,2024-05-30
ART00012,SG_METRO_24,6.12,True,in_stock,2026-01-18
ART00012,SG_HWY_22,6.13,True,in_stock,2026-02-09
ART00012,SG_REGIONAL_01,5.8,True,out_of_stock,2026-01-10
ART00012,SG_CBD_31,6.22,True,in_stock,2025-01-04
ART00012,SG_REGIONAL_25,5.94,True,in_stock,2024-10-05
ART00012,SG_HWY_30,5.83,True,in_stock,2024-10-09
ART00012,SG_METRO_08,6.05,True,out_of_stock,2025-09-26
ART00012,SG_CBD_15,5.87,True,in_stock,2026-06-04
ART00012,SG_REGIONAL_21,6.13,True,in_stock,2024-02-26
ART00013,SG_REGIONAL_13,3.32,True,in_stock,2024-10-02
ART00013,SG_REGIONAL_37,3.2,True,in_stock,2024-05-14
ART00013,SG_HWY_30,3.32,True,in_stock,2024-11-23
ART00013,SG_REGIONAL_29,3.26,True,in_stock,2024-01-19
ART00013,SG_HWY_26,3.29,True,in_stock,2024-12-30
ART00013,SG_METRO_28,3.14,True,in_stock,2025-11-28
ART00013,SG_REGIONAL_05,3.27,True,in_stock,2025-04-03
ART00013,SG_METRO_00,3.16,True,in_stock,2024-06-23
ART00013,SG_CBD_15,3.31,True,in_stock,2024-08-23
ART00013,SG_HWY_34,3.32,True,in_stock,2025-02-11
ART00013,SG_REGIONAL_17,3.11,True,in_stock,2025-07-01
ART00013,SG_METRO_08,3.33,True,in_stock,2024-12-15
ART00013,SG_CBD_19,3.17,True,in_stock,2025-07-09
ART00013,SG_METRO_20,3.33,True,in_stock,2026-04-04
ART00013,SG_METRO_36,3.14,True,in_stock,2024-01-14
ART00013,SG_HWY_06,3.24,True,in_stock,2025-01-16
ART00013,SG_REGIONAL_01,3.23,True,in_stock,2025-05-20
ART00014,SG_HWY_38,5.27,True,in_stock,2024-08-31
ART00014,SG_METRO_36,5.51,True,in_stock,2024-08-09
ART00014,SG_CBD_35,5.38,True,out_of_stock,2025-12-25
ART00014,SG_CBD_11,5.49,True,in_stock,2025-03-12
ART00014,SG_REGIONAL_29,5.23,True,in_stock,2024-03-31
ART00014,SG_CBD_23,5.58,True,in_stock,2024-12-09
ART00014,SG_HWY_02,5.4,True,in_stock,2025-08-31
ART00014,SG_REGIONAL_05,5.28,True,in_stock,2024-05-17
ART00014,SG_CBD_19,5.38,True,in_stock,2024-03-18
ART00014,SG_HWY_10,5.33,True,in_stock,2025-11-10
ART00014,SG_CBD_39,5.44,True,in_stock,2025-05-27
ART00014,SG_METRO_28,5.51,True,in_stock,2025-09-27
ART00014,SG_METRO_12,5.48,True,in_stock,2024-01-08
ART00014,SG_HWY_26,5.25,True,in_stock,2024-02-15
ART00014,SG_REGIONAL_33,5.52,True,in_stock,2025-08-02
ART00014,SG_METRO_24,5.4,True,in_stock,2025-09-15
ART00014,SG_REGIONAL_13,5.63,True,in_stock,2025-05-09
ART00014,SG_REGIONAL_17,5.5,True,in_stock,2024-01-29
ART00014,SG_REGIONAL_25,5.48,True,in_stock,2024-12-24
ART00014,SG_REGIONAL_09,5.24,True,in_stock,2024-05-13
ART00014,SG_CBD_15,5.23,True,in_stock,2026-05-18
ART00014,SG_METRO_04,5.45,True,in_stock,2025-07-16
ART00014,SG_CBD_03,5.52,True,in_stock,2024-12-27
ART00014,SG_METRO_08,5.27,True,in_stock,2024-08-20
ART00014,SG_HWY_30,5.51,True,in_stock,2025-08-01
ART00014,SG_METRO_16,5.41,True,in_stock,2024-01-04
ART00014,SG_HWY_06,5.57,True,in_stock,2025-08-12
ART00014,SG_HWY_14,5.49,True,in_stock,2024-07-21
ART00014,SG_HWY_22,5.53,True,in_stock,2025-08-22
ART00015,SG_REGIONAL_13,3.23,True,in_stock,2024-06-14
ART00015,SG_HWY_26,3.3,True,in_stock,2024-04-15
ART00015,SG_HWY_38,3.23,True,in_stock,2025-10-08
ART00015,SG_HWY_02,3.38,True,in_stock,2024-11-26
ART00015,SG_REGIONAL_21,3.35,True,in_stock,2024-03-20
ART00015,SG_HWY_22,3.26,True,in_stock,2024-08-04
ART00015,SG_CBD_39,3.35,True,in_stock,2025-10-23
ART00015,SG_METRO_00,3.26,True,in_stock,2024-10-16
ART00015,SG_METRO_12,3.3,True,in_stock,2024-01-20
ART00015,SG_HWY_34,3.38,True,in_stock,2025-04-22
ART00015,SG_REGIONAL_09,3.23,True,in_stock,2025-04-15
ART00015,SG_METRO_08,3.22,True,in_stock,2026-05-29
ART00015,SG_REGIONAL_25,3.17,True,in_stock,2026-03-21
ART00015,SG_METRO_36,3.39,True,in_stock,2024-07-06
ART00015,SG_REGIONAL_29,3.22,True,in_stock,2026-04-10
ART00015,SG_CBD_27,3.27,True,in_stock,2024-08-31
ART00015,SG_METRO_16,3.3,True,in_stock,2024-06-11
ART00015,SG_REGIONAL_17,3.24,True,in_stock,2024-12-20
ART00015,SG_HWY_10,3.3,True,in_stock,2025-06-13
ART00015,SG_METRO_32,3.38,True,in_stock,2024-08-31
ART00015,SG_CBD_03,3.32,True,in_stock,2024-07-01
ART00015,SG_CBD_35,3.22,True,out_of_stock,2025-08-11
ART00015,SG_HWY_18,3.39,True,in_stock,2026-03-21
ART00015,SG_CBD_31,3.38,True,in_stock,2026-01-15
ART00015,SG_METRO_20,3.26,True,in_stock,2026-02-16
ART00015,SG_REGIONAL_33,3.38,True,in_stock,2025-03-20
ART00015,SG_REGIONAL_37,3.33,True,in_stock,2025-04-17
ART00015,SG_CBD_19,3.27,True,in_stock,2026-06-22
ART00015,SG_REGIONAL_05,3.34,True,in_stock,2024-10-31
ART00015,SG_CBD_11,3.19,True,in_stock,2024-11-09
ART00015,SG_CBD_07,3.2,True,in_stock,2026-06-23
ART00015,SG_METRO_24,3.23,True,in_stock,2024-11-07
ART00015,SG_CBD_15,3.31,True,in_stock,2025-04-18
ART00016,SG_METRO_20,2.63,True,in_stock,2024-06-17
ART00016,SG_HWY_02,2.64,True,in_stock,2026-06-06
ART00016,SG_REGIONAL_17,2.6,True,in_stock,2025-05-02
ART00016,SG_HWY_26,2.54,True,out_of_stock,2025-02-19
ART00016,SG_REGIONAL_05,2.67,True,in_stock,2026-05-21
ART00016,SG_CBD_31,2.58,True,in_stock,2025-06-14
ART00016,SG_CBD_15,2.7,True,in_stock,2025-10-25
ART00016,SG_CBD_23,2.53,True,in_stock,2024-06-09
ART00016,SG_METRO_28,2.64,True,out_of_stock,2025-08-08
ART00016,SG_METRO_36,2.53,True,in_stock,2026-04-05
ART00016,SG_REGIONAL_09,2.57,True,in_stock,2025-06-30
ART00016,SG_HWY_06,2.65,True,in_stock,2025-10-18
ART00016,SG_METRO_16,2.58,True,in_stock,2024-10-27
ART00016,SG_REGIONAL_29,2.62,True,in_stock,2026-06-03
ART00016,SG_CBD_35,2.6,True,in_stock,2024-02-21
ART00016,SG_CBD_03,2.65,True,in_stock,2026-01-08
ART00016,SG_CBD_11,2.53,True,in_stock,2024-10-20
ART00016,SG_REGIONAL_01,2.52,True,in_stock,2024-03-08
ART00016,SG_HWY_34,2.6,True,out_of_stock,2024-12-28
ART00016,SG_HWY_38,2.62,True,in_stock,2025-05-04
ART00016,SG_HWY_14,2.6,True,in_stock,2024-10-21
ART00016,SG_CBD_27,2.7,True,in_stock,2025-02-19
ART00016,SG_METRO_00,2.6,True,in_stock,2026-03-08
ART00016,SG_REGIONAL_33,2.72,True,in_stock,2026-05-03
ART00016,SG_METRO_04,2.55,True,out_of_stock,2025-01-09
ART00016,SG_METRO_24,2.57,True,in_stock,2024-06-06
ART00016,SG_REGIONAL_25,2.71,True,in_stock,2024-08-14
ART00016,SG_CBD_07,2.6,True,in_stock,2025-09-05
ART00016,SG_METRO_32,2.57,True,in_stock,2025-09-01
ART00016,SG_METRO_08,2.67,True,in_stock,2026-01-05
ART00016,SG_HWY_18,2.72,True,in_stock,2026-04-30
ART00016,SG_REGIONAL_13,2.65,True,in_stock,2024-03-01
ART00017,SG_METRO_28,2.01,True,in_stock,2025-11-26
ART00017,SG_CBD_07,1.92,True,in_stock,2025-04-22
ART00017,SG_REGIONAL_17,1.91,True,in_stock,2025-12-28
ART00017,SG_REGIONAL_09,1.89,True,in_stock,2025-04-16
ART00017,SG_HWY_10,1.9,True,in_stock,2024-07-05
ART00017,SG_REGIONAL_37,1.93,True,in_stock,2024-03-08
ART00017,SG_HWY_38,1.91,True,in_stock,2026-06-06
ART00017,SG_METRO_00,1.92,True,in_stock,2025-08-08
ART00017,SG_HWY_06,2.02,True,in_stock,2024-01-14
ART00017,SG_CBD_31,2.01,True,in_stock,2025-10-11
ART00017,SG_HWY_34,1.88,True,out_of_stock,2024-09-29
ART00017,SG_CBD_11,1.89,True,in_stock,2025-09-17
ART00017,SG_REGIONAL_29,1.99,True,in_stock,2024-08-10
ART00017,SG_CBD_35,2.02,True,in_stock,2025-09-17
ART00017,SG_METRO_08,1.95,True,in_stock,2026-01-24
ART00017,SG_METRO_04,1.91,True,in_stock,2026-03-31
ART00017,SG_HWY_22,1.92,True,in_stock,2024-06-10
ART00017,SG_METRO_36,1.96,True,in_stock,2025-10-14
ART00017,SG_HWY_18,1.91,True,in_stock,2026-03-23
ART00017,SG_REGIONAL_33,2.02,True,in_stock,2025-10-24
ART00017,SG_REGIONAL_05,1.99,True,in_stock,2025-09-23
ART00017,SG_HWY_02,1.94,True,in_stock,2025-03-01
ART00017,SG_CBD_23,2.01,True,in_stock,2025-05-07
ART00017,SG_HWY_26,1.99,True,in_stock,2026-03-27
ART00017,SG_HWY_14,2.01,True,in_stock,2024-12-27
ART00017,SG_METRO_32,1.91,True,in_stock,2025-09-01
ART00017,SG_REGIONAL_21,1.87,True,in_stock,2024-06-21
ART00017,SG_CBD_15,1.9,True,in_stock,2026-02-26
ART00017,SG_METRO_20,2.01,True,in_stock,2026-01-29
ART00017,SG_METRO_16,1.92,True,in_stock,2026-01-16
ART00017,SG_METRO_12,1.99,True,in_stock,2025-02-16
ART00017,SG_REGIONAL_01,1.92,True,in_stock,2024-02-13
ART00017,SG_HWY_30,1.98,True,in_stock,2024-05-26
ART00017,SG_CBD_27,1.96,True,in_stock,2024-01-17
ART00018,SG_HWY_30,52.6,True,in_stock,2025-12-21
ART00018,SG_CBD_07,54.23,True,out_of_stock,2024-02-26
ART00018,SG_HWY_22,52.02,True,in_stock,2026-05-12
ART00018,SG_CBD_39,52.1,True,out_of_stock,2024-03-10
ART00018,SG_REGIONAL_29,53.79,True,in_stock,2025-10-22
ART00018,SG_HWY_10,51.52,True,in_stock,2024-05-29
ART00018,SG_HWY_18,52.1,True,in_stock,2025-05-15
ART00018,SG_REGIONAL_37,51.27,True,in_stock,2026-01-25
ART00018,SG_METRO_08,53.14,True,in_stock,2024-11-21
ART00018,SG_METRO_16,51.31,True,in_stock,2024-02-23
ART00018,SG_CBD_03,53.17,True,in_stock,2024-10-17
ART00018,SG_METRO_12,50.97,True,in_stock,2024-09-11
ART00019,SG_HWY_10,33.25,True,in_stock,2025-09-26
ART00019,SG_HWY_30,34.24,True,in_stock,2024-05-27
ART00019,SG_METRO_24,34.86,True,in_stock,2026-02-06
ART00019,SG_METRO_04,33.08,True,in_stock,2025-03-19
ART00019,SG_REGIONAL_21,34.11,True,out_of_stock,2025-01-07
ART00019,SG_REGIONAL_13,35.1,True,out_of_stock,2024-10-01
ART00019,SG_CBD_27,35.46,True,in_stock,2024-08-18
ART00019,SG_REGIONAL_33,34.59,True,in_stock,2024-11-09
ART00019,SG_CBD_35,35.49,True,out_of_stock,2025-12-01
ART00019,SG_REGIONAL_17,34.46,True,in_stock,2025-08-24
ART00019,SG_HWY_22,32.97,True,in_stock,2024-11-23
ART00019,SG_CBD_07,35.21,True,out_of_stock,2026-01-27
ART00019,SG_REGIONAL_05,35.01,True,in_stock,2025-08-27
ART00019,SG_CBD_31,35.24,True,in_stock,2026-03-21
ART00019,SG_HWY_26,35.58,True,in_stock,2024-12-21
ART00019,SG_HWY_02,33.39,True,out_of_stock,2025-04-25
